motif_id,motif_name,mean_importance,abs_mean_importance,mean_abs_importance,std_importance
M4919-1.02,Max,0.0,0.0,0.0,0.0
M1995-1.02,Dfd,0.0,0.0,0.0,0.0
M2005-1.02,NK7.1,0.0,0.0,0.0,0.0
M2029-1.02,en,0.0,0.0,0.0,0.0
M1980-1.02,CG11085,0.0,0.0,0.0,0.0
M1978-1.02,B-H2,0.0,0.0,0.0,0.0
M5075-1.02,Lim1,0.0,0.0,0.0,0.0
M5108-1.02,bigmax,0.0,0.0,0.0,0.0
M5109-1.02,mirr,0.0,0.0,0.0,0.0
M0713-1.02,Ets21C,0.0,0.0,0.0,0.0
M2024-1.02,btn,0.0,0.0,0.0,0.0
